transportation_mode,commute_distance_km,flights_per_year,diet_type,meat_consumption_kg_per_month,electricity_usage_kwh,gas_usage_therms,water_usage_gallons,recycling_percentage,new_clothes_per_month,car_type,monthly_carbon_footprint_kg
Walk,49.38340039983235,1,Vegetarian,17.49532125107987,136.06217771344,165.24347515504402,3039.354791014236,91.22296219996,1.4938454677122792,None,2096.4396128904245
Bike,47.202966984330665,3,Vegan,2.578051701469979,985.8897809326371,45.52650716387847,1015.397907468567,89.27959395898858,4.691660485673986,Diesel,1588.9131253343933
Car,1.971340568425295,0,Meat-based,14.399936052548926,445.13301031753826,104.88726917154987,4986.4572626564795,65.39011463692573,8.311272167177457,Petrol,3163.5435699677446
Car,35.27875862578442,1,Vegetarian,2.0233123922620644,237.00539252518013,161.21934959214948,2415.0014496352287,67.22341498006051,0.15482459137515336,Petrol,2094.3161375292993
Car,46.26241587078329,2,Vegetarian,12.462757074956507,700.0379698568111,70.69549502567575,2067.037878683159,0.5339141969688543,2.7291716032437128,Diesel,1984.8908477091845
Car,9.028767256366677,1,Meat-based,7.121345982382897,355.8594601859134,128.44192740053947,3695.944317423192,98.4871566113602,0.0245458644384422,Petrol,2559.574574794449
Public Transport,28.397261527631475,2,Meat-based,15.77827925931734,627.2004438379429,49.1263148097629,2137.547329228996,87.78326035758144,4.157113091498483,None,2110.984416392897
Public Transport,45.774414879402094,2,Meat-based,4.673808976507273,628.0911170601321,21.855889073631985,4249.734372629409,89.5106225730092,7.283155104937347,Diesel,2445.399464620476
Car,1.697298929289942,2,Vegetarian,12.784036587799196,501.15683881258224,158.87684501857126,2544.2182596219136,65.92445370508719,7.987718291146285,None,2295.8823690565164
Public Transport,34.871013362342,4,Meat-based,4.713650691517699,852.5067539905384,19.793724681741367,3738.012859694457,34.47869286545365,9.451897611270066,Diesel,2515.5111965260294
Car,14.867450368627539,2,Meat-based,14.273205662243075,338.4703553998987,54.27627901591692,983.5394739884895,89.36486490904808,6.085046129707865,Petrol,1476.501010772422
Car,46.21980976882652,3,Meat-based,17.473560691214974,503.76933245596075,171.02188439948802,4307.536334998003,29.151692815119233,2.5462686665289547,None,3438.179736982117
Car,48.552912258268385,2,Meat-based,2.536035982535201,583.9229157318744,69.29385741573344,3810.7309405014944,56.271154334220284,9.24147949136699,Diesel,2592.7849157608007
Public Transport,47.213324455671696,1,Meat-based,17.33191377191007,697.2622486905697,194.60906990283223,1452.7255030788456,9.97309723438824,7.753157538803761,Petrol,2777.0403740165475
Bike,23.71071083287319,2,Meat-based,11.871505088285959,805.5746654550305,195.94686695477193,1153.7870438560399,92.19556301327502,5.744284830031445,Diesel,2587.583235037023
Car,43.10213254946567,4,Meat-based,2.5422098173404795,455.3265545904305,53.65520409071134,1923.3155692653097,14.077045777121333,6.95640215718936,Petrol,1767.6008600518373
Public Transport,42.22746992675352,2,Vegetarian,8.55083710719424,681.4422496869364,8.19564444997809,4892.317637143569,22.489680573040726,9.243163550074291,None,2537.320767155414
Public Transport,15.955023662162782,0,Meat-based,3.217205869701958,235.54985776166723,141.01265684107582,1655.742085551764,55.813415812821496,7.123940284729216,Petrol,1700.7019920699938
Car,41.44577370753387,3,Meat-based,14.00695777733139,939.3832904882307,90.19730052966875,2552.57244025985,76.40930002129815,3.68374507584734,None,2705.9874217160555
Public Transport,1.850381735774631,0,Meat-based,15.177362688358993,444.7529257789032,20.15056879191526,635.0910157280134,61.93513059362989,7.130282022890967,Hybrid,1200.9760010495677
Car,29.81349392410265,5,Meat-based,2.115930405455979,756.5692797787946,141.50456379560856,2287.5238830480466,23.213391280015617,0.4027816273538787,Petrol,2547.729844076339
Car,11.500441864385152,2,Meat-based,10.122797053892887,118.30697369395989,6.234981822384245,3070.9400694489623,0.09430425274903342,3.864155618305812,None,1566.4557379737614
Walk,6.0283442888639405,3,Vegetarian,16.292501120518345,284.66842861432633,174.03933809844844,4789.060756285843,75.71505803074392,4.063230318455792,None,2956.289631676283
Walk,3.847660081460458,2,Meat-based,18.723260831019928,538.3742898912202,27.730505822660746,2825.31220223029,98.52073259110938,1.6683823442083467,Petrol,2193.8922112634064
Bike,34.81443879390699,5,Vegetarian,10.270357334835401,890.4272209591119,25.462375749345,4185.982967799595,80.99131203060904,0.23085480551770177,Petrol,2529.5758694536817
Car,16.993748188403305,2,Meat-based,19.00558447222814,574.5296349556095,35.134459593716905,2962.0743915600524,46.02066181566153,1.3338123663774282,Petrol,2392.8091519499826
Car,36.238338576438075,2,Vegetarian,10.713779409120596,936.8834340644911,192.0532716984133,683.5325604598315,90.37672613991066,6.546214957970551,Diesel,2336.2827356765156
Public Transport,3.2678170399471185,1,Vegan,7.883809891998159,535.4172069245167,138.6338720507692,1917.5372383539832,40.984767311835,8.022888163636875,None,1972.9234530811698
Public Transport,15.764516891530517,1,Meat-based,16.96406257105791,541.4041870623549,160.27430709272735,3089.9727852399647,52.493408424346754,9.882034927269741,None,2995.496018933793
Car,26.974564618766863,6,Meat-based,9.859654209161782,207.77210965047868,79.5269971465506,4777.6728466900595,47.712976739568326,3.4636350310849426,Diesel,2808.6213322874833
Public Transport,39.53615824194818,1,Meat-based,9.438050211290461,822.3906197369978,67.26254550099111,4366.08661888055,44.762387266552494,5.993792222611018,None,3006.296284620813
Car,15.937625146603496,2,Vegetarian,9.806249788196567,322.26887122035623,46.896801356633986,1527.6002638048144,77.51907692939058,9.37144966815122,Petrol,1255.9641271404964
Walk,31.294568821850454,0,Meat-based,16.93570003739491,909.6512404350835,96.1296056624818,1490.4942350862357,52.676890726949196,1.6704178133815262,Hybrid,2343.135482540259
Car,44.29888741180935,4,Vegetarian,16.63883083376104,919.7417982973565,110.3657467068337,1405.2783520125536,31.671712202521608,7.176455863427426,Diesel,2221.0502735865202
Public Transport,30.79315940911523,2,Meat-based,8.070399848804223,948.9791006867347,126.35496873055108,4651.245033361264,25.81581676584783,7.549787331491632,None,3523.7231343519416
Car,11.647973737681689,3,Meat-based,6.6659971974105,568.207440192781,51.4237007997389,4336.997688957743,3.7747316967433386,0.8897553586933837,None,2573.888227081736
Public Transport,1.220039077826901,3,Meat-based,9.838560480782586,709.3844063052799,189.73081618059814,3986.9754451382696,58.3195161883046,8.612493851830651,Diesel,3446.9715641013177
Public Transport,43.50494369504649,3,Vegetarian,11.45545019474218,800.6642920554972,33.95169964142717,2267.308014009024,22.99614154010342,8.131050471108438,Diesel,1881.1748240741097
Car,1.063470542519357,2,Meat-based,4.766744212559939,217.91315678541903,193.13063495328245,2769.7131693444508,14.813392201638308,0.33403006577434446,None,2377.487220422773
Walk,43.73508363420997,1,Vegan,15.879101694311812,640.8614754977475,2.9712245015007577,2589.4928515781876,65.38299638276777,0.9108441488005148,Petrol,1536.5969273880714
Bike,26.4468567013606,2,Meat-based,9.729655314648458,130.8681111729805,96.22513836336913,1640.2914840171768,68.12092578215488,0.4912689389185232,Petrol,1518.9865479194787
Walk,46.95338492564481,3,Vegetarian,6.680910968399192,547.8094750498533,66.67356762331255,2772.626207669451,75.21548922576659,3.3474353179936225,None,1919.7378558223897
Bike,39.93916178868327,3,Meat-based,2.1364198592798123,239.35841345820467,89.82468278605016,637.234465337395,50.357689633859145,5.092889906799262,None,1081.7086647656793
Public Transport,49.89670552666687,3,Vegan,4.776903208072138,264.63063336587624,114.1329157961578,1093.1466807385664,89.40546052038866,5.323477279546288,Petrol,1372.1989371419825
Walk,17.535590772585508,2,Meat-based,18.985623435119674,428.54281002334136,87.11783160254181,4489.653182760259,93.63427533982278,2.6766675976944265,Petrol,3002.657622503343
Car,38.35941444655634,3,Meat-based,6.101993736390532,489.1934500448527,82.969370060319,3882.5589516414047,80.73709397924894,9.115968865602742,Petrol,2701.3602472653724
Car,20.096545680462107,2,Meat-based,3.3771857873407063,660.8551820789685,146.54468308266132,2402.9078407658917,63.55934820081872,3.682627898719132,Hybrid,2426.581014622675
Car,23.99378101519544,0,Vegan,9.213455833099864,166.9855765946641,137.17525501729293,2827.1766302774477,30.372095359118866,0.455501559653525,None,1870.0893143357189
Car,31.375273160918503,4,Meat-based,6.141754867204973,553.3225851137001,166.65425640716958,2164.9949868198983,98.29449216202212,3.0022711154138637,Petrol,2555.842519445594
Car,43.68385570931694,3,Meat-based,0.7031850054238831,264.362617227791,49.99179624789911,3833.509402223026,27.413616719193833,5.311094225441555,None,1973.896422131456
Car,49.20417345996476,2,Meat-based,6.4629043455883455,616.5776575285677,121.90570195081271,4028.842306544358,20.265692199043105,4.08221822588232,Petrol,3082.8018210864325
Bike,38.41367069322591,3,Vegetarian,10.882172478789371,673.6641510350652,117.03895707857077,3934.783355914216,44.215411378658274,2.738425190992592,Diesel,2704.279681503313
Car,20.888339108366687,2,Meat-based,11.034247440399339,601.0383308975685,73.94756217453775,3751.752761755023,5.684057071238846,1.3132324976431742,Electric,2638.355998195699
Car,21.06785011385351,1,Meat-based,7.131178423537774,764.4659594304769,97.21150838053619,1420.269524117581,97.84944646717908,8.191645000962298,None,1984.5660372208833
Public Transport,36.879115079444574,4,Vegan,8.946055125052013,402.0483198168112,62.75642866114575,2020.8649065821546,58.84335564164248,9.961452421241919,Diesel,1591.7279961759127
Car,11.938857288415116,3,Vegetarian,19.31035836469533,788.5959324698177,28.36887952339704,2614.3044574265373,55.69520916641753,3.295421335238821,Diesel,1922.5937545917295
Bike,5.523705656569733,4,Meat-based,7.546969544606233,489.4903735373743,42.760242132546566,1988.5684614244503,65.57962798997198,3.816210441766039,Hybrid,1691.6039102275965
Car,17.731107882038827,1,Vegetarian,5.16453626519966,535.7660484903372,21.10272928024022,3897.2309007124804,49.70236477772067,6.180375246769571,Petrol,2109.7851084536487
Walk,14.361949582704087,2,Vegetarian,4.869340881335202,683.2919145349642,136.61391503802483,1982.090859124796,3.2063517094541583,7.184414747355413,Hybrid,2146.0190580347894
Bike,14.815406022799504,1,Meat-based,9.155292254082683,116.52254559930157,132.1454786218303,1122.044390534017,61.23112888403968,3.9202953480359124,Petrol,1501.5700533746258
Car,11.680387552495496,2,Meat-based,15.19040297433888,688.5947992782235,190.12127431597457,2295.6820342173683,71.61738769564306,9.049295169818151,Diesel,3004.8984225100116
Car,2.104659481818094,1,Vegan,4.119763683769464,656.7266341649039,145.93568272944825,4909.614947520711,41.67490606240531,5.600039892289184,Diesel,3156.450454686775
Bike,0.8936967366706905,1,Meat-based,14.185922542815362,378.8624050779519,10.409167751226288,1516.4663582010915,75.72955720711929,4.50390076405931,Diesel,1375.594866819442
Public Transport,49.386119486801576,5,Vegetarian,0.4229964669883257,177.21485640954052,176.84903478579085,3254.7139652445308,22.70012993384206,6.466727531599052,Diesel,2445.867102392428
Public Transport,21.388656686793116,0,Vegan,8.37865955967892,181.841904921737,172.53503258914515,2448.3787242786784,22.127659106618403,9.528038482491732,Petrol,2020.5688994190684
Bike,19.216332357984083,2,Vegan,15.517301304055737,930.9013722867057,88.66406415453973,819.6105544219698,16.141698768757394,7.945522944217055,Petrol,1705.9609162563727
Car,33.982364134653494,4,Meat-based,6.774659115488628,720.3513891032534,117.17261010558431,2695.4447269912675,37.19947597891618,0.4001313053512434,Hybrid,2574.0170204058977
Car,10.912694393253208,2,Vegetarian,11.274742028907989,214.39235239366636,195.21566649450378,3659.739478917406,84.70120353890836,3.3230991073995964,None,2584.38593858844
Car,47.49805919751127,0,Vegan,4.099584656518216,421.0508523780157,106.46087276963326,2809.4898912251842,82.79120621490644,4.705446849512227,Diesel,2127.150849969119
Bike,39.3172507207776,5,Meat-based,14.839907822523447,633.2346945114368,181.06436567521794,4424.477286859615,38.28242079635038,3.145175722091053,Petrol,3622.2132462252894
Public Transport,4.470550115612975,2,Meat-based,1.0455820653751924,852.0145345815838,16.607751562037286,1800.216574959122,58.911873598023654,7.001875608304565,Petrol,1629.309547355962
Car,20.87903878924642,4,Vegetarian,17.05085289751001,139.29483584170768,38.21037374173657,888.1212708678422,72.08163164749156,8.262691498625811,None,786.1466845314887
Car,43.95591537810824,3,Meat-based,3.963927728433363,312.969818323008,88.15098868826357,4714.545252461027,24.1206774628023,7.313450951852715,None,2633.2300677944177
Car,47.23660111457051,1,Vegan,17.487960634166615,900.774091265842,116.95136166746094,2201.8835728769855,16.814108589474706,9.893332868282753,Diesel,2476.3322470572393
Car,23.370075562493486,2,Meat-based,7.050584826010347,108.24899516543483,163.24557037256005,3093.82498154135,97.2095993212311,2.725476478930291,Petrol,2396.3815649251364
Public Transport,30.670569460535386,5,Meat-based,14.453671489489732,281.25919251449864,197.65242302863737,4064.014067585882,61.75573132096185,8.749894950244215,Petrol,3316.699926996833
Public Transport,8.35169730460376,1,Meat-based,6.384505955723769,963.1217583756694,77.77029929482329,1959.4114874401125,98.14157218336639,7.666226651744862,None,2238.296214564381
Bike,49.558431306848824,1,Vegetarian,18.118233424692953,652.061661869954,9.483127228016986,3722.7404217992503,33.77559871322291,3.621787575581461,None,2010.04664895
Public Transport,11.58358506917217,1,Vegetarian,2.532742510367487,335.5042299737558,160.23430065906496,1109.3848241802261,70.30316999741315,7.341245436569687,Petrol,1632.833098259293
Car,47.136588706756285,3,Vegetarian,3.570395785451974,160.29198495626284,120.87614381656162,1810.8218624247738,22.260363654123772,1.0407595641824696,None,1503.403149017471
Public Transport,32.482332449618426,2,Meat-based,9.860602503176047,125.37220640249994,39.70857177364033,1151.1978626143396,26.120017127391293,7.893334823405524,None,1128.4830338892464
Bike,30.386839743942957,1,Vegan,1.6387687807629225,320.27057167323454,98.96569132428404,4150.53751280611,51.1902121269624,5.323306025871027,Petrol,2325.432497561349
Public Transport,25.63442555082543,0,Meat-based,3.9196036940352386,893.3372376300194,148.46204910674487,1501.9215585205343,31.961812550807124,2.9229017270925315,Petrol,2291.2937711307463
Bike,11.533490585887934,1,Meat-based,18.875327644240286,474.3222888677585,154.08235741372874,3728.3159993234462,16.762156384058446,6.557773017841802,Petrol,3145.2922699022806
Public Transport,8.826401600275414,0,Meat-based,19.529793222957743,748.3000322493937,99.9236823997524,4744.842787605437,26.2880701989326,6.41619998714409,Hybrid,3463.9099789479837
Public Transport,11.024310453508768,3,Meat-based,7.525186586608439,926.456531841962,61.04290602577183,2874.9749408099465,3.574839446586464,2.094862227195997,None,2483.729148101732
Public Transport,9.321913107212726,2,Meat-based,18.465720420278714,467.23641544253496,194.7485164076987,2930.1313651730948,70.44236214774867,0.30397414811526136,Petrol,3041.952425895101
Car,38.97922367833767,0,Meat-based,10.896493513468634,272.14963393365736,132.67252219129858,2574.651056440154,49.21166570858616,4.336225869016738,None,2184.3111596674175
Car,17.506262958336507,1,Vegetarian,5.394849317475341,565.4061377712276,81.64750386925974,1966.5056452713923,9.424306640452562,5.695118693444212,None,1710.5958172406617
Car,2.8921338281698183,3,Meat-based,14.047974421611972,917.275318353869,56.09264484093048,2640.447639162127,17.16939931284912,8.766052783705984,Hybrid,2584.4594466142557
Public Transport,48.45513150704057,2,Meat-based,13.178036131497144,823.9369727239306,146.22059660071244,3212.6338952004176,10.253453811264402,9.282167956475945,Petrol,3177.0367234406453
Car,44.18929424817129,1,Meat-based,19.782506382174667,159.24685902683842,48.43668911875354,4936.962074767967,61.259280827587645,5.288052181567664,None,2725.2008387925102
Public Transport,46.387614159760645,3,Meat-based,5.300945748185666,723.3155200698236,34.34199779473764,4719.940516932009,9.42103636124938,7.538034837685449,None,2814.5071109449887
Walk,49.745391132321764,4,Vegetarian,13.441190053234708,614.7077702130583,105.96677779241406,4379.688312319047,75.42823330352161,4.393032723279969,None,2775.570838233794
Car,8.694762460974365,0,Vegetarian,1.0404751005889379,916.716858711783,57.997478528828374,4501.087410671862,2.0510919320391174,7.46082156572893,Petrol,2821.5182671952475
Public Transport,19.812100945132936,1,Meat-based,2.272920773934388,210.23327516526751,125.78102898472301,2605.3213248141933,24.93757879958921,2.0480152493916695,Petrol,1897.4027526359723
Bike,37.911923785204564,1,Vegan,0.07836749902186524,580.632501884191,23.587734974846697,3458.4994722985916,89.06666758919071,3.710647348035314,Diesel,1905.8704806508956
Car,34.80103090268961,2,Meat-based,19.989213621193464,891.5164241607031,130.98822091346432,4527.800253212963,71.8531318122246,6.3422799881361485,None,3729.540361908447
Car,7.694795316992753,2,Meat-based,16.045473942949556,469.0214080675687,56.659305599540446,2268.278442461089,7.296833292568772,0.1815796560707883,Petrol,2050.7466168570154
Car,40.79165624953089,0,Meat-based,15.734460294670816,533.7954259595804,0.04858688690254631,4827.93115255461,82.11261044851797,7.22461310338954,None,2656.1153136791772
Car,11.222028591833034,2,Meat-based,10.194521505763595,163.41460990026246,25.387211534835274,2371.037279311324,49.30351215402048,8.355355012681668,Petrol,1539.7173932727942
Walk,11.190880741131155,0,Vegetarian,6.001341658108799,350.32927640401977,186.7230755670188,3204.87199426947,84.67830271688292,3.991416610939514,None,2462.857631269283
Bike,26.84872114467068,4,Vegetarian,3.0252856892535185,392.0559842520526,173.47092782307158,3694.121209725674,60.07397744503934,4.479424171771643,Diesel,2692.0239610931408
Public Transport,29.646996742085157,1,Meat-based,5.693494776929273,950.6102038703982,46.72180640724737,4777.664058841722,68.18330320328587,8.51282212216531,Petrol,3060.029212183089
Bike,29.00431039189056,5,Meat-based,7.519424438582782,354.40062448704316,155.67438090909823,1600.7732332351973,99.35015603957082,7.756546353260334,Diesel,2070.505611551184
Bike,4.574341869887744,1,Meat-based,15.126201939605881,514.7818617426867,121.71431863479485,3857.58940207389,23.233554592401816,2.88149489033375,Petrol,2927.5423187880365
Car,43.87304313151902,1,Vegan,10.793235778063048,704.1739812078517,194.1809422899739,2843.6701376483697,62.394557476138836,3.2397610656153897,Petrol,2898.44322383342
Bike,13.280002129435303,0,Vegan,1.5496725311096538,245.96503516708964,74.72113190681182,1708.5071327928847,46.032139005739836,6.788782323905966,Hybrid,1257.8069140356683
Public Transport,6.475746064140209,1,Meat-based,0.3605801791782448,537.798148427687,136.29212250343426,3994.7307790837576,3.9451952922691436,5.631980924481612,Hybrid,2698.6157910229645
Bike,44.43740399344886,2,Meat-based,2.046643590681263,764.6851355283169,12.707144484783717,2985.0002607823094,1.4470641502865034,1.6222957109649694,Petrol,1934.877759696077
Bike,47.78257491148767,0,Meat-based,8.209974273947587,880.1696917243594,79.2494693632812,3474.382192923541,11.922857781785867,3.0992990922916643,None,2699.518320894294
Car,43.106380863272534,3,Vegan,18.663858340980365,663.633347196184,192.7635322376361,1953.0548086005547,64.90917405385481,8.999832768786542,Diesel,2590.480314181193
Car,40.475803736243904,4,Meat-based,12.748049624184432,702.1481637852531,107.7961748900241,2665.7327832242227,56.71630879133922,6.881744367222634,Hybrid,2713.131035546321
Car,32.76209903195109,2,Meat-based,16.036517997510302,213.65512532611206,57.57590066696891,3278.094129446302,55.34295611637275,9.859743176855195,None,2191.7045514666734
Public Transport,27.542868530456964,5,Meat-based,9.327491890090972,951.1988475217124,24.05419262572137,2322.098664214298,3.1856762528260085,7.670125299807694,Diesel,2261.1483978444912
Bike,4.349337995570507,2,Vegetarian,7.233321663900856,219.3166697360341,140.7056680363061,1392.676429314656,46.930299636000704,9.419744321435902,None,1544.1828013192003
Bike,20.422660653534937,3,Meat-based,2.1680074543324546,797.2056434636185,128.97120868594536,4827.382215418868,92.46228178425285,2.161885738704754,Diesel,3245.5222060400756
Car,18.6344258506157,1,Meat-based,17.518660443724098,338.33468960048697,74.78774272075492,2801.6039301917785,39.75918693106466,7.714848748169257,Petrol,2318.9299053142195
Public Transport,12.98768918801631,2,Meat-based,15.663200580558057,940.2338293311265,190.18827037316686,3802.641666294652,62.492246978845635,0.2021752014779743,Petrol,3686.658103913414
Public Transport,36.17100568442925,0,Meat-based,3.3623619519545023,747.9635854325315,4.4405625975700636,2349.7123710022615,77.98186756231435,6.707600217115339,Diesel,1707.9376945478896
Car,24.79378675393854,3,Meat-based,10.245211277525211,778.4323416805321,60.74477032636516,2098.0929381157234,78.39252791418876,4.6928227812024135,Electric,2173.427189041035
Car,4.052310795382397,1,Meat-based,9.747496158424898,297.153255753895,184.21389725991628,2332.2393431020623,51.92800823952714,3.4676007192006866,Electric,2382.573070111388
Car,11.009160097490566,3,Meat-based,12.501831053730573,498.7359789716447,64.18708766388808,2341.384897035424,85.79519454023364,8.62404352293089,Hybrid,2100.9074346548723
Walk,34.162938182979794,3,Vegetarian,18.923737879825225,656.0318751303578,50.450566771034076,2948.810521738791,39.137809336374694,8.542676926575307,Petrol,2033.7784103432498
Car,3.8065429745150094,1,Vegetarian,11.595428835249592,792.9762563859408,106.84408198624946,2945.614414916134,88.86932147847983,0.22301704898643582,Petrol,2372.5570538133998
Public Transport,42.56034570243843,3,Vegetarian,10.804345335572371,193.5634383211506,164.7603499841076,2737.1921714729224,24.02271663955453,6.09505122449431,Petrol,2160.528662999197
Public Transport,24.757326350698715,0,Meat-based,1.0064586586932789,966.1287848090756,20.62935217567221,1106.5360321284716,28.021640699057105,3.678322243209564,Hybrid,1470.728095590748
Car,24.0293288663324,1,Meat-based,1.2581495203604787,901.1986034991004,188.60414192914723,2732.3396532523902,5.31206241990011,4.156610015004492,Diesel,2971.0699914484753
Walk,29.62038923297588,0,Meat-based,3.7469358265357777,343.31373144602594,159.0145762362328,1260.9675518929316,79.55818365422829,8.320407392187759,Diesel,1760.2163208808324
Walk,41.234048296257455,2,Vegetarian,0.6494154338349656,840.4842187290988,36.25005111031039,1067.6110383309433,41.70552362327056,3.098397715276783,Petrol,1409.5406284361125
Car,17.390460395109653,1,Vegetarian,14.867057911400249,566.491530735841,142.40159223963252,4696.9057280352545,22.911661391139905,9.4304881063762,Electric,3032.0904952637056
Public Transport,33.90080762795318,4,Meat-based,14.466606079879263,515.6258334058168,76.99174452751143,3222.275059164669,23.179027761657967,1.7963382637214076,Hybrid,2541.521936772436
Car,28.28659819978955,3,Meat-based,2.721124688632859,382.99069523026486,80.45893561526374,3467.7052615606294,90.13999412292331,6.627224233681778,Petrol,2295.985951348827
Car,13.351413508471065,1,Vegetarian,16.721578015905617,622.8717279684332,156.6580184877733,2308.071516500137,83.3916600461037,6.721050670137647,Petrol,2335.4075095880835
Car,43.9314993177579,1,Meat-based,3.0957206969222395,756.900205933238,192.55696159614644,4590.414013616889,55.35308853571833,2.521951614279182,Petrol,3636.156143995622
Public Transport,39.871301080346406,4,Vegan,6.0235117399471765,469.83961446648243,25.331174569438787,3370.6872031084945,61.61108004157211,3.2475060896720196,Diesel,1888.9204356543044
Public Transport,32.922591732921276,1,Vegetarian,4.9795379832273,666.2972737074629,84.12604737576387,3961.2644128561437,47.4325570550291,8.347984925799404,Diesel,2562.726442978527
Car,42.52908645471209,1,Meat-based,7.446141971460955,729.3816290397733,96.1883216168607,2158.5311106247123,39.16665428788089,7.618052549549525,Petrol,2393.9703231229437
Car,43.364710047990116,1,Vegetarian,5.093275317799238,740.0096353137573,75.26236339099952,4820.053463686065,91.54768812183315,3.2909588031475954,Petrol,2993.4185501853294
Walk,35.41814883575174,3,Meat-based,9.779018528769042,146.76948831806223,72.637824743245,4192.075805712418,12.561270352030206,5.339565469349338,Diesel,2356.6145163284255
Car,41.8506664181836,1,Vegetarian,8.148157627093708,873.7730251165602,10.453733512319307,4342.768083565446,41.8446789716228,0.6168029625309546,None,2411.5452492180225
Car,34.87357308346418,2,Vegetarian,19.73138981558653,512.4279832885431,137.10772411252466,1274.8742034158943,34.45619079878753,2.0874588239862923,None,1710.8395876236311
Public Transport,34.00703858801502,5,Vegetarian,1.1185270025645133,336.17447352659303,87.24288342400908,1719.3344354204878,49.81507202511484,4.858205588603991,Diesel,1553.215166812314
Walk,30.930568910759217,1,Meat-based,2.8436275277470324,317.58805673171344,38.958760528785355,1785.3196985760967,45.76318745451751,0.8597373527921159,Petrol,1232.5707509894282
Car,37.63583197788206,2,Meat-based,1.0565178781720497,534.7127015595554,163.20670046041369,1719.0915046109203,51.88895316510814,8.433323548919375,Petrol,2245.529684307772
Public Transport,7.930255264653685,5,Meat-based,12.516823899647516,898.1483855220633,160.51214963032558,4349.336729469296,13.99189772269941,7.180062101076478,None,3708.399636004966
Bike,44.04353795994642,1,Vegan,1.0901855482743916,440.51282351438226,97.27832561777876,643.4815784386644,51.31415015132771,9.436336706484948,Electric,1227.3678051432992
Car,43.5921763872616,4,Vegan,16.728794747522468,774.753172105189,59.690132229552106,842.4499504134844,24.241881388721087,6.934669059640272,None,1452.6814658832898
Public Transport,1.4623641517279573,4,Meat-based,10.238772613638556,187.13685788849676,127.61854515929048,1732.6169178345667,18.433134898819127,9.404013722621855,Diesel,1886.2622752625923
Car,41.290837528238136,1,Meat-based,10.540152491630675,528.4510319359556,57.63042715548061,1399.4283859224965,6.483421878619122,5.5451255569096505,Diesel,1782.1132403411273
Public Transport,6.4434933736722595,2,Meat-based,11.231890154243885,992.517526353462,47.20158606474241,1543.3682624728176,76.26525587561409,6.002186110619694,Electric,2099.707951651361
Public Transport,16.755942712957093,3,Vegan,3.4162741261242147,793.3940225131033,146.10293080526532,4090.74435163985,42.744192085655996,9.769710546262608,Diesel,3080.2480736820585
Public Transport,37.17541281458039,6,Meat-based,3.953806062289751,289.4756395965517,8.065047944190141,3034.069672514211,62.66436833117584,6.421291468642604,Petrol,1689.3734720662235
Car,8.03799480241541,0,Meat-based,6.376346457460094,551.2973263281197,18.95369420691879,525.967975818356,72.75933433047433,0.307865688607466,Hybrid,988.8092333792221
Bike,40.89835120595311,4,Meat-based,11.86992831643703,310.2622872837099,1.3576348047179554,2431.9524456688787,67.93166653135535,7.238027766305233,Petrol,1603.450287418072
Car,41.606708897887096,3,Meat-based,4.202355518804291,468.60483453625835,30.58863729508523,2335.4821708266154,47.05007190896823,9.054686921374156,None,1651.6657117176048
Car,25.373386688041812,1,Vegetarian,2.3266345426652246,802.0756213614683,13.798001742091891,1012.7537125004459,38.789852895172984,7.955802497943266,Diesel,1340.4321195213968
